beta,se,LCI,UCI,P,N,outcome,model
0.5230353372259285,0.00500154026194091,0.5132323183125244,0.5328383561393327,0.0,44642,Bio-age composite (z),Base
0.2898248028596135,0.004174166663304783,0.28164343619953613,0.29800616951969083,0.0,44642,Bio-age − age (delta),Base
0.4309734272107432,0.005353780228890254,0.4204800179621183,0.44146683645936813,0.0,41441,Bio-age composite (z),+Clinical
0.2153159724761646,0.0045813909134974065,0.20633644628570968,0.22429549866661952,0.0,41441,Bio-age − age (delta),+Clinical
0.4309734272107432,0.005353780228890254,0.4204800179621183,0.44146683645936813,0.0,41441,Bio-age composite (z),+Biomarkers
0.2153159724761646,0.0045813909134974065,0.20633644628570968,0.22429549866661952,0.0,41441,Bio-age − age (delta),+Biomarkers
