time,cuminc,group
0.008213552361396304,2.660856607716866e-05,Q1
0.01642710472279261,5.3216565642277835e-05,Q1
0.019164955509924708,7.98245362521044e-05,Q1
0.024640657084188913,0.00010643340631399933,Q1
0.04106776180698152,0.00013304223629762024,Q1
0.04654346338124572,0.00015965059240341528,Q1
0.049281314168377825,0.00018625931871696366,Q1
0.07665982203969883,0.00021286828780808786,Q1
0.08487337440109514,0.0002394766666156123,Q1
0.11225188227241616,0.00026608747290923773,Q1
0.12867898699520877,0.0002926979201177682,Q1
0.13141683778234087,0.00031930858208006896,Q1
0.13963039014373715,0.00034591878960110733,Q1
0.15058179329226556,0.00037252902879347793,Q1
0.1697467488021903,0.00042575357970220384,Q1
0.17248459958932238,0.0004523679772812095,Q1
0.17522245037645448,0.00047898185487782463,Q1
0.1834360027378508,0.0005055962333310182,Q1
0.1998631074606434,0.0005322105574653291,Q1
0.2026009582477755,0.0005588252963132367,Q1
0.2053388090349076,0.0006120521992115657,Q1
0.216290212183436,0.0006386672815231753,Q1
0.22176591375770022,0.0006652830083420103,Q1
0.2327173169062286,0.0006918985737923711,Q1
0.23545516769336072,0.0007185140647939514,Q1
0.23819301848049282,0.000745129643793141,Q1
0.2464065708418891,0.0007983600261858292,Q1
0.2518822724161533,0.0008249755953774196,Q1
0.25735797399041754,0.0008515932933421677,Q1
0.2600958247775496,0.0008782113421207383,Q1
0.2655715263518138,0.0009048286052648624,Q1
0.2683093771389459,0.0009580616782195461,Q1
0.2792607802874743,0.0009846791820026235,Q1
0.28199863107460643,0.0010379123355945818,Q1
0.2874743326488706,0.0010645288532655783,Q1
0.29842573579739906,0.0010911448949721958,Q1
0.32306639288158795,0.0011177622019075129,Q1
0.33401779603011633,0.0011443797889336693,Q1
0.34223134839151265,0.0011709994987423311,Q1
0.3613963039014374,0.0011976192703520017,Q1
0.36413415468856947,0.0012242386417066209,Q1
0.3723477070499658,0.0012774747978276935,Q1
0.3915126625598905,0.0013040941915726245,Q1
0.4188911704312115,0.0013307133897200174,Q1
0.4216290212183436,0.0013573345126052239,Q1
0.4243668720054757,0.0013839553307702923,Q1
0.432580424366872,0.0014371953868956844,Q1
0.4353182751540041,0.0014638168965481757,Q1
0.44353182751540043,0.0014904378049300782,Q1
0.4490075290896646,0.0015170591719733117,Q1
0.459958932238193,0.0015436800060237843,Q1
0.48459958932238195,0.0015703010101864034,Q1
0.487337440109514,0.0015969222041676279,Q1
0.4928131416837782,0.0016235428340459768,Q1
0.5119780971937029,0.0016501627409135633,Q1
0.5475701574264202,0.001676783556745165,Q1
0.5667351129363449,0.0017034042430509322,Q1
0.5722108145106092,0.001730024703218036,Q1
0.5776865160848734,0.0017566459048566907,Q1
0.5831622176591376,0.0017832669839913384,Q1
0.5968514715947981,0.001809887853659764,Q1
0.6105407255304586,0.0018631287701958987,Q1
0.6160164271047228,0.0018897485688189608,Q1
0.621492128678987,0.0019163686921956913,Q1
0.6242299794661191,0.0019429893193692038,Q1
0.6269678302532512,0.0019696093908969647,Q1
0.6324435318275154,0.0019962296026004855,Q1
0.6516084873374401,0.0020228493762287636,Q1
0.6789869952087612,0.0020494696028823256,Q1
0.6817248459958932,0.0021027080189615077,Q1
0.6844626967830253,0.002129326552853361,Q1
0.6981519507186859,0.0021559461843145833,Q1
0.7063655030800822,0.0021825666001690225,Q1
0.7173169062286106,0.0022091875803513794,Q1
0.7255304585900069,0.0022358085311345866,Q1
0.7337440109514032,0.002262430383693892,Q1
0.7364818617385352,0.0022890515207766304,Q1
0.7446954140999316,0.0023156728453942454,Q1
0.7501711156741958,0.002368913835394726,Q1
0.75564681724846,0.0023955341032150246,Q1
0.7665982203969883,0.002422153933669069,Q1
0.7693360711841205,0.0024487734989259158,Q1
0.7748117727583846,0.0025020116331080366,Q1
0.785763175906913,0.002528632020931565,Q1
0.7885010266940452,0.0025552522808073297,Q1
0.8076659822039699,0.002581875670263023,Q1
0.8186173853524983,0.0026084995311999037,Q1
0.8213552361396304,0.002635123054608557,Q1
0.8240930869267625,0.002661746773186535,Q1
0.8459958932238193,0.0026883697764313874,Q1
0.8542094455852156,0.0027416155846934354,Q1
0.8761122518822724,0.0027682381682251345,Q1
0.8788501026694046,0.002821483496583954,Q1
0.8952772073921971,0.002848106486320612,Q1
0.8980150581793293,0.00287472979648018,Q1
0.9144421629021219,0.002901353063170853,Q1
0.917180013689254,0.0029279767220440345,Q1
0.9390828199863107,0.0029545998807407603,Q1
0.9418206707734429,0.002981222802866279,Q1
0.947296372347707,0.003007846055872343,Q1
0.9527720739219713,0.0030344691494536002,Q1
0.9637234770704997,0.003087713724322372,Q1
0.9664613278576317,0.0031143401712211416,Q1
0.9883641341546886,0.0031409659701809867,Q1
0.999315537303217,0.0031675913624795715,Q1
1.002053388090349,0.003194216535514993,Q1
1.0239561943874058,0.0032740882277776384,Q1
1.0403832991101984,0.003300712486787205,Q1
1.0431211498973305,0.003353960537383349,Q1
1.0458590006844628,0.0033805844682446295,Q1
1.051334702258727,0.003407207801000678,Q1
1.054072553045859,0.003433831732010062,Q1
1.056810403832991,0.003460455170971155,Q1
1.0595482546201231,0.0034870792859589272,Q1
1.0677618069815196,0.003513703073062424,Q1
1.0787132101300478,0.003566948378091128,Q1
1.0841889117043122,0.003593571447615851,Q1
1.0869267624914443,0.0036201941693291273,Q1
1.0924024640657084,0.0036468173576922336,Q1
1.106091718001369,0.0036734417044369527,Q1
1.1170431211498972,0.003726689048830667,Q1
1.1279945242984257,0.0037533126894842006,Q1
1.1334702258726899,0.003779935954160707,Q1
1.1389459274469542,0.0038331816832349874,Q1
1.1416837782340863,0.003859804831381486,Q1
1.1471594798083504,0.0038864279798083157,Q1
1.1498973305954825,0.003913051041384841,Q1
1.1553730321697468,0.003939673405884303,Q1
1.158110882956879,0.003966296139451209,Q1
1.160848733744011,0.003992918463199824,Q1
1.1718001368925393,0.004019540472657845,Q1
1.1800136892539357,0.004072782039961309,Q1
1.1827515400410678,0.004099403267217361,Q1
1.1909650924024642,0.004126023999087014,Q1
