time,cuminc,group
0.0027378507871321013,6.800300363940526e-05,Q1
0.0054757015742642025,0.00010200311584851462,Q1
0.01642710472279261,0.00013600138655867067,Q1
0.019164955509924708,0.00016999812773266232,Q1
0.02190280629705681,0.00023798932101981585,Q1
0.024640657084188913,0.00030598341736431944,Q1
0.02737850787132101,0.0004079658898169525,Q1
0.030116358658453114,0.0004759559234069899,Q1
0.03285420944558522,0.0005099518155391447,Q1
0.03559206023271732,0.0006459144239794323,Q1
0.04106776180698152,0.0006799106938581989,Q1
0.04380561259411362,0.00071390465864829,Q1
0.04654346338124572,0.0007478967900044209,Q1
0.049281314168377825,0.0008158741364675537,Q1
0.05475701574264202,0.0008498621102246418,Q1
0.06023271731690623,0.0008838480191550868,Q1
0.06297056810403832,0.0010537438911341068,Q1
0.06570841889117043,0.0010877219227684032,Q1
0.07118412046543464,0.001189651192312846,Q1
0.07392197125256673,0.0012236317629561455,Q1
0.07665982203969883,0.0013595317276937635,Q1
0.07939767282683094,0.0014274882924953936,Q1
0.08213552361396304,0.0015634136490889627,Q1
0.08761122518822724,0.0015973964264845986,Q1
0.09034907597535935,0.0016653558062921237,Q1
0.09308692676249145,0.0018013308383063587,Q1
0.09856262833675565,0.0019033152069607429,Q1
0.10130047912388775,0.001971302003700104,Q1
0.10677618069815195,0.0020052946315992637,Q1
0.10951403148528405,0.0021072579030030347,Q1
0.11225188227241616,0.0022771719314945704,Q1
0.11498973305954825,0.0023451468865480773,Q1
0.11772758384668036,0.002447092829615083,Q1
0.12046543463381246,0.0025150625129849447,Q1
0.12320328542094455,0.002583031572117922,Q1
0.12594113620807665,0.002617017949386957,Q1
0.12867898699520877,0.0026849853053707573,Q1
0.13141683778234087,0.002752951666937453,Q1
0.13415468856947296,0.002786936426668829,Q1
0.13689253935660506,0.002956825673732122,Q1
0.13963039014373715,0.0030587749147995558,Q1
0.14236824093086928,0.003262624217062915,Q1
0.14510609171800137,0.003330593857940878,Q1
0.15058179329226556,0.0034325371429440033,Q1
0.15331964407939766,0.0035344829326175997,Q1
0.15605749486652978,0.003670387428020394,Q1
0.15879534565366188,0.00370436755547332,Q1
0.16153319644079397,0.003772328043577966,Q1
0.16427104722792607,0.0038402817258947897,Q1
0.16700889801505817,0.004010136914028073,Q1
0.1697467488021903,0.0040441164167011046,Q1
0.17248459958932238,0.004214025530333898,Q1
0.17522245037645448,0.004315951655920469,Q1
0.17796030116358658,0.004349925396004872,Q1
0.1806981519507187,0.004451863152171498,Q1
0.1861738535249829,0.004519826484302825,Q1
0.188911704312115,0.004553805216957696,Q1
0.19164955509924708,0.004621757113686287,Q1
0.1943874058863792,0.0047236720220001915,Q1
0.1971252566735113,0.0047576505664392865,Q1
0.1998631074606434,0.004825617678303473,Q1
0.2026009582477755,0.004961531963657118,Q1
0.2053388090349076,0.0050634915655958235,Q1
0.2080766598220397,0.005097480809752919,Q1
0.2108145106091718,0.005165466342004765,Q1
0.2135523613963039,0.005199459330035516,Q1
0.216290212183436,0.005267444669956101,Q1
0.22176591375770022,0.005301436211832544,Q1
0.2272416153319644,0.005335427932720349,Q1
0.2299794661190965,0.005403407285047512,Q1
0.2327173169062286,0.005437397664036059,Q1
0.23545516769336072,0.005539355428768711,Q1
0.24093086926762491,0.005573341930358078,Q1
0.243668720054757,0.005607326801910784,Q1
0.2464065708418891,0.0056752965912511,Q1
0.24914442162902123,0.005777255899066636,Q1
0.2518822724161533,0.005845245116393505,Q1
0.2546201232032854,0.005913263490741505,Q1
0.25735797399041754,0.005981280770032793,Q1
0.2600958247775496,0.006117287669546445,Q1
0.26283367556468173,0.006151286503073727,Q1
0.2655715263518138,0.006287262713168595,Q1
0.2683093771389459,0.006423274211039498,Q1
0.27104722792607805,0.0065252630424933455,Q1
0.2737850787132101,0.006593258609592478,Q1
0.27652292950034224,0.0067292679932074995,Q1
0.2792607802874743,0.006797270443113734,Q1
0.28199863107460643,0.006899260458761658,Q1
0.28473648186173856,0.0069672502043683915,Q1
0.2874743326488706,0.007069221910195322,Q1
0.29021218343600275,0.0071711943205226,Q1
0.2929500342231348,0.007205184526812625,Q1
0.30390143737166325,0.007239175742283055,Q1
0.3066392881587953,0.007341138668427227,Q1
0.30937713894592744,0.007409111792247458,Q1
0.31211498973305957,0.007477081974711974,Q1
0.31485284052019163,0.007511064446524829,Q1
0.31759069130732376,0.007545044876462015,Q1
0.3203285420944558,0.007680943200936374,Q1
0.32306639288158795,0.007816833851352012,Q1
0.3258042436687201,0.007850814085833102,Q1
0.32854209445585214,0.007952743662089423,Q1
0.33127994524298426,0.00798672410253598,Q1
0.33401779603011633,0.008054678360048584,Q1
0.33675564681724846,0.008156598640922108,Q1
0.3394934976043806,0.00819057321716754,Q1
0.34223134839151265,0.00832645451432168,Q1
0.34496919917864477,0.008394395658167242,Q1
0.34770704996577684,0.008530285068181653,Q1
0.35044490075290896,0.008598223600497779,Q1
0.3531827515400411,0.008666155128596476,Q1
0.3586584531143053,0.008734092769761004,Q1
0.36413415468856947,0.008836002018038469,Q1
0.3668720054757016,0.008971899434326525,Q1
0.36960985626283366,0.009005874678764458,Q1
0.3723477070499658,0.009073820111733188,Q1
0.3750855578370979,0.009141758624159335,Q1
0.37782340862423,0.009345573283669584,Q1
0.3805612594113621,0.009413516440871073,Q1
0.38329911019849416,0.009549387341002524,Q1
0.3915126625598905,0.009617320021106601,Q1
0.3942505133470226,0.00971920952480243,Q1
0.39698836413415467,0.009753180058147293,Q1
0.4024640657084189,0.009787149743466173,Q1
0.405201916495551,0.009821117639609578,Q1
0.4079397672826831,0.009889047094499337,Q1
0.4106776180698152,0.009923013979318496,Q1
0.4134154688569473,0.0100588672272377,Q1
0.4161533196440794,0.010126805320969101,Q1
0.4188911704312115,0.010194734460872157,Q1
0.4216290212183436,0.010262683492214597,Q1
0.4271047227926078,0.010296656485598854,Q1
0.42984257357973993,0.010330629501914435,Q1
0.432580424366872,0.01046651810810273,Q1
0.4353182751540041,0.010602416038118623,Q1
0.4380561259411362,0.010704339717203637,Q1
0.4407939767282683,0.010806255461940806,Q1
0.44353182751540043,0.010976117634676208,Q1
0.4462696783025325,0.011010099600320067,Q1
0.4544832306639288,0.011044081755653301,Q1
0.45722108145106094,0.011078061809577044,Q1
0.459958932238193,0.01111204791706255,Q1
0.46269678302532513,0.011180016251568059,Q1
0.4681724845995893,0.011214002726497974,Q1
0.47091033538672145,0.0113159870570686,Q1
0.4736481861738535,0.011587943488731378,Q1
0.47638603696098564,0.011621950048649965,Q1
0.4791238877481177,0.011757975141269306,Q1
0.48186173853524983,0.011791983998323374,Q1
0.48459958932238195,0.01186001063618125,Q1
0.487337440109514,0.011996063392243017,Q1
0.49007529089664614,0.012064089733057393,Q1
0.4928131416837782,0.012200120182425,Q1
0.49555099247091033,0.012234136396386819,Q1
0.49828884325804246,0.012302165238001983,Q1
0.5010266940451745,0.012438206840891586,Q1
0.5037645448323066,0.012472216907016498,Q1
0.5065023956194388,0.012574243024536913,Q1
0.5092402464065708,0.012608249299950525,Q1
0.5119780971937029,0.012744250761753118,Q1
0.5147159479808351,0.012846271103332918,Q1
0.5174537987679672,0.012948276269791337,Q1
0.5201916495550992,0.01305029598709706,Q1
0.5256673511293635,0.013084303943612485,Q1
0.5284052019164955,0.0132203120084039,Q1
0.5311430527036276,0.013322302239599626,Q1
0.5338809034907598,0.013356301856992547,Q1
0.5366187542778919,0.01349227861746527,Q1
0.5393566050650239,0.01362826935343886,Q1
0.5420944558521561,0.013662267247865456,Q1
0.5448323066392882,0.013730257387396527,Q1
0.5475701574264202,0.013798240106702497,Q1
0.5503080082135524,0.013866225671600008,Q1
0.5530458590006845,0.013900221163121507,Q1
0.5557837097878165,0.014002194151569447,Q1
0.5585215605749486,0.014070181107565416,Q1
0.5639972621492129,0.014138170765556346,Q1
0.5667351129363449,0.014206155500380624,Q1
0.5694729637234771,0.014308122428316361,Q1
0.5722108145106092,0.014342114528545169,Q1
0.5749486652977412,0.014376104965373226,Q1
0.5776865160848734,0.014512046430367076,Q1
0.5804243668720055,0.014546030840035584,Q1
0.5831622176591376,0.014613994832477162,Q1
0.5859000684462696,0.014715928838349046,Q1
0.5886379192334018,0.014851831339991906,Q1
0.5913757700205339,0.014885817557588554,Q1
0.5941136208076659,0.01495378336202613,Q1
0.5995893223819302,0.014987766628429378,Q1
0.6023271731690623,0.015055760403469787,Q1
0.6050650239561944,0.015123751003914498,Q1
0.6078028747433265,0.015225726732911782,Q1
0.6105407255304586,0.015429661775459236,Q1
0.6132785763175906,0.015497661215517211,Q1
0.6160164271047228,0.015633642041005258,Q1
0.6187542778918549,0.015701632002297017,Q1
0.621492128678987,0.015837591094891246,Q1
0.6242299794661191,0.0159735802929728,Q1
0.6269678302532512,0.016007585722655593,Q1
0.6297056810403833,0.016075598801593816,Q1
0.6324435318275154,0.016177611933949065,Q1
0.6351813826146475,0.016211631748381805,Q1
0.6379192334017796,0.016313680550067877,Q1
0.6406570841889117,0.01638170485424917,Q1
0.6433949349760438,0.016483729113557,Q1
0.648870636550308,0.01655173646739594,Q1
0.6516084873374401,0.016619742168179186,Q1
0.6543463381245722,0.016755775403947903,Q1
0.6570841889117043,0.016857796696211125,Q1
0.6625598904859685,0.01692580541751265,Q1
0.6652977412731006,0.016993817271194644,Q1
0.6680355920602327,0.01712981777574485,Q1
0.6707734428473648,0.017265810056680708,Q1
0.676249144421629,0.017333807160866077,Q1
0.6789869952087612,0.0174357913592873,Q1
0.6817248459958932,0.01757177360105744,Q1
0.6844626967830253,0.017605777788973986,Q1
0.6872005475701575,0.01777576275704673,Q1
0.6899383983572895,0.017843780823277533,Q1
0.6926762491444216,0.017911804960121347,Q1
0.6954140999315537,0.017945818468677044,Q1
0.6981519507186859,0.018013839867142112,Q1
0.7008898015058179,0.018081892166620928,Q1
0.70362765229295,0.018218001903550718,Q1
0.7063655030800822,0.018354123934811284,Q1
0.7091033538672142,0.018456222690299118,Q1
0.7118412046543463,0.018524292812074683,Q1
0.7145790554414785,0.018558326452057683,Q1
0.7173169062286106,0.018694439024156018,Q1
0.7200547570157426,0.018762492885466164,Q1
0.7227926078028748,0.018864565374793196,Q1
0.7255304585900069,0.018932608437978282,Q1
0.7282683093771389,0.019102675239389466,Q1
0.731006160164271,0.019204703979316284,Q1
0.7337440109514032,0.019340744358287365,Q1
0.7364818617385352,0.019408771155434934,Q1
0.7392197125256673,0.019442782914485535,Q1
0.7419575633127995,0.01954482234661392,Q1
0.7446954140999316,0.019646856487435915,Q1
0.7474332648870636,0.019782909797741777,Q1
0.7501711156741958,0.019816925419103626,Q1
0.7529089664613279,0.019850944385406577,Q1
0.75564681724846,0.01988496135675577,Q1
0.758384668035592,0.019986999046754383,Q1
0.7611225188227242,0.02008903300198095,Q1
0.7638603696098563,0.020123046618328755,Q1
0.7665982203969883,0.020191068482695584,Q1
0.7693360711841205,0.020395094353200638,Q1
0.7720739219712526,0.020429103236760504,Q1
0.7748117727583846,0.02049711955179956,Q1
0.7775496235455168,0.020531132118075446,Q1
0.7802874743326489,0.020633168523905066,Q1
0.783025325119781,0.020769210094742085,Q1
0.785763175906913,0.020803225741979126,Q1
0.7885010266940452,0.02093928777064813,Q1
0.7912388774811773,0.02097331260904778,Q1
0.7939767282683093,0.021007337916793767,Q1
0.7967145790554415,0.021041361836916406,Q1
0.7994524298425736,0.021109408379645367,Q1
0.8021902806297057,0.0212454996550403,Q1
0.8049281314168378,0.0214155833475963,Q1
0.8076659822039699,0.021517638490039626,Q1
0.810403832991102,0.0215516581769013,Q1
0.813141683778234,0.021619693613289304,Q1
